paperId,title,publicationDate,hypothesis_4omini,sentence,keywords_4omini,neg_type,idea_keywords_llama,similarity,rank
1aa095c533673fcfdce92a979b0023b8569e8062_n_subset_1,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,2019-04-25 00:00:00,A customer's search and purchasing in the seller's online channels positively interacts with both salesperson contact and customer-specific discounts to drive the seller's customer-level sales and profit return on these investments.,"Sellers can leverage customer data and online engagement to inform targeted sales strategies and offer relevant discounts, leading to improved sales performance and ROI.","['business-to-business', 'online channels', 'salesperson contact', 'customer-specific discounts', 'customer-level sales', 'profit return']",subset,"['customer data', 'online engagement', 'targeted sales', 'sales performance', 'ROI', 'relevant discounts', 'sales strategies']",0.9132467,1
1aa095c533673fcfdce92a979b0023b8569e8062_n_subset_2,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,2019-04-25 00:00:00,A customer's search and purchasing in the seller's online channels positively interacts with both salesperson contact and customer-specific discounts to drive the seller's customer-level sales and profit return on these investments.,"The synergy between online search, salesperson contact, and customer-specific discounts enables sellers to create a powerful sales funnel that drives customer loyalty and revenue growth.","['business-to-business', 'online channels', 'salesperson contact', 'customer-specific discounts', 'customer-level sales', 'profit return']",subset,"['sales funnel', 'customer loyalty', 'revenue growth', 'online search', 'salesperson contact', 'customer-specific discounts', 'synergy', 'loyalty building', 'sales strategy']",0.93388325,2
1aa095c533673fcfdce92a979b0023b8569e8062_n_subset_3,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,2019-04-25 00:00:00,A customer's search and purchasing in the seller's online channels positively interacts with both salesperson contact and customer-specific discounts to drive the seller's customer-level sales and profit return on these investments.,"The seller's online presence and customer interactions have a direct impact on sales performance, as customers who engage with both channels tend to generate higher returns on investment.","['business-to-business', 'online channels', 'salesperson contact', 'customer-specific discounts', 'customer-level sales', 'profit return']",subset,"['Online presence', 'Customer interactions', 'Sales performance', 'Return on investment', 'Direct impact', 'Higher returns', 'Engagement', 'Customer behavior', 'Sales channels']",0.9339349,3
1aa095c533673fcfdce92a979b0023b8569e8062_n_subset_4,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,2019-04-25 00:00:00,A customer's search and purchasing in the seller's online channels positively interacts with both salesperson contact and customer-specific discounts to drive the seller's customer-level sales and profit return on these investments.,"By combining online search and purchasing with human interaction and personalized offers, sellers can optimize their customer-level sales and profit returns.","['business-to-business', 'online channels', 'salesperson contact', 'customer-specific discounts', 'customer-level sales', 'profit return']",subset,"['Online search', 'Purchasing', 'Human interaction', 'Personalized offers', 'Customer-level sales', 'Profit returns', 'Optimization', 'Sales optimization', 'Customer engagement']",0.9356388,4
1aa095c533673fcfdce92a979b0023b8569e8062_n_subset_5,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,2019-04-25 00:00:00,A customer's search and purchasing in the seller's online channels positively interacts with both salesperson contact and customer-specific discounts to drive the seller's customer-level sales and profit return on these investments.,"When customers engage with a seller's online channels, they are more likely to respond to personalized interactions with sales representatives and receive targeted discounts, ultimately driving sales and profitability.","['business-to-business', 'online channels', 'salesperson contact', 'customer-specific discounts', 'customer-level sales', 'profit return']",subset,"['customer engagement', 'personalized interactions', 'sales representatives', 'targeted discounts', 'sales', 'profitability']",0.94114554,5
d5614a9e9f43de547bbc25f2a512f04f538adfd4_n_subset_1,"Innovation Potential, Insider Sales, and IPO Performance: How Firms Can Mitigate the Negative Effect of Insider Selling",2022-11-08 00:00:00,"A firm's innovation potential is positively associated with the initial value of the IPO and first-day IPO returns, while being negatively associated with the extent of insider selling at the time of the IPO. Different metrics of innovation potential have varying impacts on these relationships.","A company's initial success in the stock market is linked to its innovative capabilities, with higher IPO values and returns reflecting its potential for growth.","['innovation potential', 'IPO performance', 'insider sales', 'firm quality', 'patents', 'preannouncements', 'first-day IPO returns']",subset,"['Initial success', 'Stock market', 'Innovative capabilities', 'IPO values', 'Growth potential']",0.905982,1
d5614a9e9f43de547bbc25f2a512f04f538adfd4_n_subset_2,"Innovation Potential, Insider Sales, and IPO Performance: How Firms Can Mitigate the Negative Effect of Insider Selling",2022-11-08 00:00:00,"A firm's innovation potential is positively associated with the initial value of the IPO and first-day IPO returns, while being negatively associated with the extent of insider selling at the time of the IPO. Different metrics of innovation potential have varying impacts on these relationships.","The extent of insider selling at an IPO can have a negative impact on a firm's innovation potential, as it may indicate a lack of confidence in the company's future prospects.","['innovation potential', 'IPO performance', 'insider sales', 'firm quality', 'patents', 'preannouncements', 'first-day IPO returns']",subset,"['Insider selling', 'IPO', 'Innovation potential', 'Lack of confidence', 'Firm prospects', 'Negative impact']",0.9140004,2
d5614a9e9f43de547bbc25f2a512f04f538adfd4_n_subset_3,"Innovation Potential, Insider Sales, and IPO Performance: How Firms Can Mitigate the Negative Effect of Insider Selling",2022-11-08 00:00:00,"A firm's innovation potential is positively associated with the initial value of the IPO and first-day IPO returns, while being negatively associated with the extent of insider selling at the time of the IPO. Different metrics of innovation potential have varying impacts on these relationships.","The association between innovation potential and IPO outcomes is influenced by various factors, including the company's business model, management team, and industry trends.","['innovation potential', 'IPO performance', 'insider sales', 'firm quality', 'patents', 'preannouncements', 'first-day IPO returns']",subset,"['Innovation potential', 'IPO outcomes', 'Business model', 'Management team', 'Industry trends', 'Company performance']",0.9275638,3
d5614a9e9f43de547bbc25f2a512f04f538adfd4_n_subset_4,"Innovation Potential, Insider Sales, and IPO Performance: How Firms Can Mitigate the Negative Effect of Insider Selling",2022-11-08 00:00:00,"A firm's innovation potential is positively associated with the initial value of the IPO and first-day IPO returns, while being negatively associated with the extent of insider selling at the time of the IPO. Different metrics of innovation potential have varying impacts on these relationships.","Firms with high innovation potential tend to perform better in the market, as measured by their initial IPO values and returns, and are less likely to experience insider selling.","['innovation potential', 'IPO performance', 'insider sales', 'firm quality', 'patents', 'preannouncements', 'first-day IPO returns']",subset,"['Innovation potential', 'IPO values', 'Returns', 'Insider selling', 'Firm performance', 'Market success', 'Initial public offering', 'Corporate finance', 'Entrepreneurship']",0.92904735,4
d5614a9e9f43de547bbc25f2a512f04f538adfd4_n_subset_5,"Innovation Potential, Insider Sales, and IPO Performance: How Firms Can Mitigate the Negative Effect of Insider Selling",2022-11-08 00:00:00,"A firm's innovation potential is positively associated with the initial value of the IPO and first-day IPO returns, while being negatively associated with the extent of insider selling at the time of the IPO. Different metrics of innovation potential have varying impacts on these relationships.","The relationship between innovation potential and IPO performance is complex, with different metrics of innovation having distinct effects on the outcome.","['innovation potential', 'IPO performance', 'insider sales', 'firm quality', 'patents', 'preannouncements', 'first-day IPO returns']",subset,"['Innovation potential', 'IPO performance', 'Innovation metrics', 'Distinct effects', 'Complex relationship']",0.9467087,5
85f123f26628252d4b75f3e757b26d53550cdc83_n_subset_1,Happiness Begets Money: Emotion and Engagement in Live Streaming,2021-03-25 00:00:00,"A happier broadcaster makes the audience happier and begets intensified viewer activities, particularly tips, and these effects are pronounced only after a live stream has been active for a while, manifesting in streams by more experienced, popular broadcasters.","A lively and engaging broadcaster can create a snowball effect, where viewers become more invested and active, sharing tips and participating in the conversation.","['broadcaster emotion', 'viewer emotion', 'viewer activities', 'live streaming', 'tips']",subset,"['engaging broadcaster', 'snowball effect', 'invested viewers', 'active participation', 'conversation', 'sharing tips']",0.90340626,1
85f123f26628252d4b75f3e757b26d53550cdc83_n_subset_2,Happiness Begets Money: Emotion and Engagement in Live Streaming,2021-03-25 00:00:00,"A happier broadcaster makes the audience happier and begets intensified viewer activities, particularly tips, and these effects are pronounced only after a live stream has been active for a while, manifesting in streams by more experienced, popular broadcasters.","Experienced broadcasters who engage their audience with positivity tend to foster a more enthusiastic response, leading to increased viewer participation and engagement.","['broadcaster emotion', 'viewer emotion', 'viewer activities', 'live streaming', 'tips']",subset,"['Positive broadcasting', 'Audience engagement', 'Enthusiastic response', 'Viewer participation', 'Fostering enthusiasm']",0.909694,2
85f123f26628252d4b75f3e757b26d53550cdc83_n_subset_3,Happiness Begets Money: Emotion and Engagement in Live Streaming,2021-03-25 00:00:00,"A happier broadcaster makes the audience happier and begets intensified viewer activities, particularly tips, and these effects are pronounced only after a live stream has been active for a while, manifesting in streams by more experienced, popular broadcasters.","As a live stream gains momentum, the broadcaster's enthusiasm can spark a chain reaction of audience enthusiasm, resulting in a more interactive and engaged viewing experience.","['broadcaster emotion', 'viewer emotion', 'viewer activities', 'live streaming', 'tips']",subset,"['live streaming', 'broadcaster enthusiasm', 'audience engagement', 'interactive experience', 'momentum', 'chain reaction', 'viewer participation']",0.91508037,3
85f123f26628252d4b75f3e757b26d53550cdc83_n_subset_4,Happiness Begets Money: Emotion and Engagement in Live Streaming,2021-03-25 00:00:00,"A happier broadcaster makes the audience happier and begets intensified viewer activities, particularly tips, and these effects are pronounced only after a live stream has been active for a while, manifesting in streams by more experienced, popular broadcasters.","Popular live streams often thrive because the broadcaster's infectious energy and positivity create a sense of community, encouraging viewers to join in and contribute to the conversation.","['broadcaster emotion', 'viewer emotion', 'viewer activities', 'live streaming', 'tips']",subset,"['live streams', 'broadcaster', 'energy', 'positivity', 'community', 'conversation', 'viewers', 'contribute', 'join']",0.9196595,4
85f123f26628252d4b75f3e757b26d53550cdc83_n_subset_5,Happiness Begets Money: Emotion and Engagement in Live Streaming,2021-03-25 00:00:00,"A happier broadcaster makes the audience happier and begets intensified viewer activities, particularly tips, and these effects are pronounced only after a live stream has been active for a while, manifesting in streams by more experienced, popular broadcasters.","The correlation between a broadcaster's happiness and viewer happiness is most pronounced in established streams, where a seasoned host's energy can electrify the audience.","['broadcaster emotion', 'viewer emotion', 'viewer activities', 'live streaming', 'tips']",subset,"['broadcaster happiness', 'viewer happiness', 'established streams', 'seasoned host', 'audience engagement']",0.9297519,5
524d1782fc44998a2ce282a0e40c7f64eeebbcfa_n_subset_1,The Effect of Content on Zapping in TV Advertising,2022-06-24 00:00:00,"Ad content significantly influences zapping behavior, with ad creativity reducing zapping and strong information focus and branding increasing it, while irritation mediates this relationship.",Advertisers should strike a balance between creative content and branding to minimize zapping and maximize engagement.,"['ad content', 'zapping', 'ad creativity', 'information focus', 'branding', 'irritation', 'enjoyment', 'utilitarian products', 'hedonic products', 'search goods', 'experience goods']",subset,"['Advertisers', 'Balance', 'Creative content', 'Branding', 'Engagement', 'Minimize', 'Maximize']",0.89909124,1
524d1782fc44998a2ce282a0e40c7f64eeebbcfa_n_subset_2,The Effect of Content on Zapping in TV Advertising,2022-06-24 00:00:00,"Ad content significantly influences zapping behavior, with ad creativity reducing zapping and strong information focus and branding increasing it, while irritation mediates this relationship.",Advertisers can reduce zapping by creating engaging and creative content that grabs viewers' attention.,"['ad content', 'zapping', 'ad creativity', 'information focus', 'branding', 'irritation', 'enjoyment', 'utilitarian products', 'hedonic products', 'search goods', 'experience goods']",subset,"['Advertisers', 'Engagement', 'Attention', 'Content', 'Reducing', 'Zapping', 'Creative', 'Grab']",0.92597705,2
524d1782fc44998a2ce282a0e40c7f64eeebbcfa_n_subset_3,The Effect of Content on Zapping in TV Advertising,2022-06-24 00:00:00,"Ad content significantly influences zapping behavior, with ad creativity reducing zapping and strong information focus and branding increasing it, while irritation mediates this relationship.","Strong branding can increase zapping when ads are overly intrusive or annoying, leading to viewer irritation.","['ad content', 'zapping', 'ad creativity', 'information focus', 'branding', 'irritation', 'enjoyment', 'utilitarian products', 'hedonic products', 'search goods', 'experience goods']",subset,"['branding', 'intrusive ads', 'viewer irritation', 'annoyance', 'advertising', 'consumer behavior', 'marketing strategy', 'negative impact', 'advertising effectiveness']",0.93832165,3
524d1782fc44998a2ce282a0e40c7f64eeebbcfa_n_subset_4,The Effect of Content on Zapping in TV Advertising,2022-06-24 00:00:00,"Ad content significantly influences zapping behavior, with ad creativity reducing zapping and strong information focus and branding increasing it, while irritation mediates this relationship.","The relationship between ad creativity and zapping is mediated by viewer irritation, as overly creative ads can be both engaging and annoying.","['ad content', 'zapping', 'ad creativity', 'information focus', 'branding', 'irritation', 'enjoyment', 'utilitarian products', 'hedonic products', 'search goods', 'experience goods']",subset,"['Ad creativity', 'Viewer irritation', 'Engagement', 'Annoyance', 'Advertising', 'Media psychology']",0.9509222,4
524d1782fc44998a2ce282a0e40c7f64eeebbcfa_n_subset_5,The Effect of Content on Zapping in TV Advertising,2022-06-24 00:00:00,"Ad content significantly influences zapping behavior, with ad creativity reducing zapping and strong information focus and branding increasing it, while irritation mediates this relationship.",The effectiveness of ads in reducing zapping behavior depends on the level of creativity and information focus used.,"['ad content', 'zapping', 'ad creativity', 'information focus', 'branding', 'irritation', 'enjoyment', 'utilitarian products', 'hedonic products', 'search goods', 'experience goods']",subset,"['ads', 'creativity', 'information focus', 'zapping behavior', 'effectiveness', 'reducing']",0.956944,5
4a86e53cc29d90c0cc4afdee3d110a6ed36e3ea4_n_subset_1,Harmful Effects of Mental Imagery and Customer Orientation During New Product Screening,2019-06-30 00:00:00,"Adopting a customer orientation during the new product screening process causes managers to engage in mental imagery that biases their evaluations toward unrealistic optimism, particularly affecting those who are more vigilant in their evaluations.","By focusing on customer needs, managers may mentally construct ideal scenarios, which can bias their evaluations toward unrealistic optimism, affecting those who are meticulous in their assessments.","['customer orientation', 'mental imagery', 'new product screening', 'cognitive bias', 'evaluation accuracy']",subset,"['customer needs', 'mental scenarios', 'biased evaluations', 'realistic assessments', 'managerial decision-making', 'optimism bias', 'meticulous assessments', 'evaluative bias']",0.9157983,1
4a86e53cc29d90c0cc4afdee3d110a6ed36e3ea4_n_subset_2,Harmful Effects of Mental Imagery and Customer Orientation During New Product Screening,2019-06-30 00:00:00,"Adopting a customer orientation during the new product screening process causes managers to engage in mental imagery that biases their evaluations toward unrealistic optimism, particularly affecting those who are more vigilant in their evaluations.","When prioritizing customer needs, product managers often mentally visualize ideal scenarios, which can lead to overly optimistic assessments, especially among diligent evaluators.","['customer orientation', 'mental imagery', 'new product screening', 'cognitive bias', 'evaluation accuracy']",subset,"['prioritizing', 'customer needs', 'mental visualization', 'ideal scenarios', 'optimistic assessments', 'diligent evaluation']",0.9164972,2
4a86e53cc29d90c0cc4afdee3d110a6ed36e3ea4_n_subset_3,Harmful Effects of Mental Imagery and Customer Orientation During New Product Screening,2019-06-30 00:00:00,"Adopting a customer orientation during the new product screening process causes managers to engage in mental imagery that biases their evaluations toward unrealistic optimism, particularly affecting those who are more vigilant in their evaluations.","A customer-centric approach during product screening can skew managers' evaluations, causing them to imagine overly positive outcomes, particularly among those who scrutinize details closely.","['customer orientation', 'mental imagery', 'new product screening', 'cognitive bias', 'evaluation accuracy']",subset,"['customer-centric approach', 'product screening', 'manager evaluations', 'positive outcomes', 'detail-oriented']",0.9312184,3
4a86e53cc29d90c0cc4afdee3d110a6ed36e3ea4_n_subset_4,Harmful Effects of Mental Imagery and Customer Orientation During New Product Screening,2019-06-30 00:00:00,"Adopting a customer orientation during the new product screening process causes managers to engage in mental imagery that biases their evaluations toward unrealistic optimism, particularly affecting those who are more vigilant in their evaluations.","The emphasis on customer orientation during product evaluation can trigger vivid mental images that influence managers' assessments, resulting in overly optimistic views, especially among vigilant evaluators.","['customer orientation', 'mental imagery', 'new product screening', 'cognitive bias', 'evaluation accuracy']",subset,"['customer orientation', 'product evaluation', 'mental images', 'optimistic views', 'vigilant evaluators', 'assessment bias', 'managerial decision-making', 'customer influence', 'perception bias']",0.9570124,4
4a86e53cc29d90c0cc4afdee3d110a6ed36e3ea4_n_subset_5,Harmful Effects of Mental Imagery and Customer Orientation During New Product Screening,2019-06-30 00:00:00,"Adopting a customer orientation during the new product screening process causes managers to engage in mental imagery that biases their evaluations toward unrealistic optimism, particularly affecting those who are more vigilant in their evaluations.","A customer-oriented approach to product screening can induce mental imagery that biases managers' evaluations, leading to overly optimistic views, particularly among those who are meticulous and thorough in their evaluations.","['customer orientation', 'mental imagery', 'new product screening', 'cognitive bias', 'evaluation accuracy']",subset,"['customer-oriented approach', 'mental imagery', 'biased evaluations', 'optimistic views', 'meticulous evaluation', 'product screening', 'manager bias']",0.9694555,5
a3737e1355484d3bb41266d7dbc9e84e92cec8de_n_subset_1,The Impact of Advertising and R&D on Bankruptcy Survival: A Double-Edged Sword,2020-08-10 00:00:00,"Advertising and R&D can either increase or decrease bankruptcy survival, depending on the level of influence that the firm's suppliers have on the bankruptcy court's decision; specifically, advertising increases bankruptcy survival when at least 35%-38% of the bankrupt firm's debt is from suppliers, while R&D increases bankruptcy survival when 18%-21% of the debt is from suppliers.","When suppliers have a substantial stake in a bankrupt firm's debt, advertising can be a crucial factor in determining the company's fate.","['advertising', 'R&D', 'bankruptcy survival', 'supplier influence', 'liquidation value', 'cash flow']",subset,"['suppliers', 'stake', 'debt', 'bankruptcy', 'advertising', 'company fate', 'determining factor']",0.909112,1
a3737e1355484d3bb41266d7dbc9e84e92cec8de_n_subset_2,The Impact of Advertising and R&D on Bankruptcy Survival: A Double-Edged Sword,2020-08-10 00:00:00,"Advertising and R&D can either increase or decrease bankruptcy survival, depending on the level of influence that the firm's suppliers have on the bankruptcy court's decision; specifically, advertising increases bankruptcy survival when at least 35%-38% of the bankrupt firm's debt is from suppliers, while R&D increases bankruptcy survival when 18%-21% of the debt is from suppliers.","Firms with a significant portion of their debt owed to suppliers tend to benefit from advertising, which can boost their chances of avoiding bankruptcy.","['advertising', 'R&D', 'bankruptcy survival', 'supplier influence', 'liquidation value', 'cash flow']",subset,"['Supplier debt', 'Advertising', 'Bankruptcy', 'Firm benefits', 'Debt management', 'Financial risk', 'Business strategy']",0.9162847,2
a3737e1355484d3bb41266d7dbc9e84e92cec8de_n_subset_3,The Impact of Advertising and R&D on Bankruptcy Survival: A Double-Edged Sword,2020-08-10 00:00:00,"Advertising and R&D can either increase or decrease bankruptcy survival, depending on the level of influence that the firm's suppliers have on the bankruptcy court's decision; specifically, advertising increases bankruptcy survival when at least 35%-38% of the bankrupt firm's debt is from suppliers, while R&D increases bankruptcy survival when 18%-21% of the debt is from suppliers.","The relationship between a firm's suppliers and its bankruptcy court is complex, with advertising and R&D efforts having a direct impact on the outcome.","['advertising', 'R&D', 'bankruptcy survival', 'supplier influence', 'liquidation value', 'cash flow']",subset,"['firm-supplier relationship', 'bankruptcy court', 'advertising', 'R&D efforts', 'outcome', 'complex', 'impact']",0.92273235,3
a3737e1355484d3bb41266d7dbc9e84e92cec8de_n_subset_4,The Impact of Advertising and R&D on Bankruptcy Survival: A Double-Edged Sword,2020-08-10 00:00:00,"Advertising and R&D can either increase or decrease bankruptcy survival, depending on the level of influence that the firm's suppliers have on the bankruptcy court's decision; specifically, advertising increases bankruptcy survival when at least 35%-38% of the bankrupt firm's debt is from suppliers, while R&D increases bankruptcy survival when 18%-21% of the debt is from suppliers.","Research and development can also play a vital role in a firm's bankruptcy survival, particularly when suppliers have a moderate influence on the court's decision.","['advertising', 'R&D', 'bankruptcy survival', 'supplier influence', 'liquidation value', 'cash flow']",subset,"['Research and development', 'Bankruptcy survival', 'Supplier influence', 'Court decision', 'Firm survival', 'Influence on decision']",0.9278747,4
a3737e1355484d3bb41266d7dbc9e84e92cec8de_n_subset_5,The Impact of Advertising and R&D on Bankruptcy Survival: A Double-Edged Sword,2020-08-10 00:00:00,"Advertising and R&D can either increase or decrease bankruptcy survival, depending on the level of influence that the firm's suppliers have on the bankruptcy court's decision; specifically, advertising increases bankruptcy survival when at least 35%-38% of the bankrupt firm's debt is from suppliers, while R&D increases bankruptcy survival when 18%-21% of the debt is from suppliers.","The influence of suppliers on bankruptcy court decisions can either hinder or help a company's chances of survival, depending on the firm's advertising and R&D efforts.","['advertising', 'R&D', 'bankruptcy survival', 'supplier influence', 'liquidation value', 'cash flow']",subset,"['supplier influence', 'bankruptcy court decisions', 'company survival', 'advertising efforts', 'R&D efforts']",0.9400969,5
0d08eabc4965dd5c5555fbb5712dd803d7ec006f_n_subset_1,A Meta-Analysis of When and How Advertising Creativity Works,2020-07-24 00:00:00,"Advertising creativity has robust positive effects, which are stronger for high-involvement products and marginally stronger for unfamiliar brands, with originality leading to affect transfer and appropriateness leading to signaling. Further research is needed to connect advertising creativity with sales and its effects in digital contexts.","Originality in advertising can lead to affect transfer, making it more effective for high-involvement products and familiar brands.","['advertising creativity', 'originality', 'appropriateness', 'high-involvement products', 'low-involvement products', 'unfamiliar brands', 'affect transfer', 'signaling']",subset,"['Originality', 'Advertising', 'Affect transfer', 'High-involvement products', 'Familiar brands', 'Effectiveness']",0.92049503,1
b943e1e5beafd1250b5ffbe67542726937835926_n_subset_1,Variable Compensation and Salesperson Health,2021-06-01 00:00:00,"An increasing variable compensation share increases salespeople's stress, resulting in emotional exhaustion and more sick days, particularly for those with lower personal ability and fewer social resources, which in turn reduces the positive effects of this incentive on sales performance.","The pressure to meet sales targets through variable compensation can lead to emotional burnout and absenteeism, particularly among those with lower personal abilities and fewer social connections.","['variable compensation', 'salespeople', 'stress', 'emotional exhaustion', 'sick days', 'personal ability', 'social resources', 'sales performance']",subset,"['pressure', 'sales targets', 'variable compensation', 'emotional burnout', 'absenteeism', 'personal abilities', 'social connections']",0.94394255,1
