paperId,title,publicationDate,hypothesis_4omini,sentence,keywords_4omini,neg_type,idea_keywords_llama,similarity,rank
1aa095c533673fcfdce92a979b0023b8569e8062_n_paraphrase_1,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,2019-04-25 00:00:00,A customer's search and purchasing in the seller's online channels positively interacts with both salesperson contact and customer-specific discounts to drive the seller's customer-level sales and profit return on these investments.,"The integration of online search, salesperson engagement, and personalized discounts fosters a customer-centric approach, ultimately driving the seller's sales and profit growth at the individual customer level.","['business-to-business', 'online channels', 'salesperson contact', 'customer-specific discounts', 'customer-level sales', 'profit return']",paraphrase,"['customer-centric approach', 'online search', 'salesperson engagement', 'personalized discounts', 'sales growth', 'profit growth', 'individual customer', 'e-commerce', 'marketing strategy']",0.92660356,1
1aa095c533673fcfdce92a979b0023b8569e8062_n_paraphrase_2,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,2019-04-25 00:00:00,A customer's search and purchasing in the seller's online channels positively interacts with both salesperson contact and customer-specific discounts to drive the seller's customer-level sales and profit return on these investments.,"The seller's customer-level sales and profitability are positively influenced by the cumulative effect of online search, purchasing behavior, salesperson contact, and targeted discounts, which together create a powerful driver of revenue growth.","['business-to-business', 'online channels', 'salesperson contact', 'customer-specific discounts', 'customer-level sales', 'profit return']",paraphrase,"['Customer sales', 'Profitability', 'Online search', 'Purchasing behavior', 'Salesperson contact', 'Targeted discounts', 'Revenue growth']",0.94170403,2
1aa095c533673fcfdce92a979b0023b8569e8062_n_paraphrase_3,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,2019-04-25 00:00:00,A customer's search and purchasing in the seller's online channels positively interacts with both salesperson contact and customer-specific discounts to drive the seller's customer-level sales and profit return on these investments.,"By combining online search and purchasing activities with personalized sales interactions and tailored discounts, customers drive the seller's sales and profitability at the individual level.","['business-to-business', 'online channels', 'salesperson contact', 'customer-specific discounts', 'customer-level sales', 'profit return']",paraphrase,"['online search', 'purchasing', 'personalized sales', 'tailored discounts', 'customer-driven sales', 'individual profitability', 'sales interactions']",0.9426658,3
1aa095c533673fcfdce92a979b0023b8569e8062_n_paraphrase_4,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,2019-04-25 00:00:00,A customer's search and purchasing in the seller's online channels positively interacts with both salesperson contact and customer-specific discounts to drive the seller's customer-level sales and profit return on these investments.,"The seller's customer-level sales and profit returns are influenced by the synergistic relationship between online search and purchasing behavior, salesperson contact, and customer-specific discounts.","['business-to-business', 'online channels', 'salesperson contact', 'customer-specific discounts', 'customer-level sales', 'profit return']",paraphrase,"['customer sales', 'profit returns', 'online search', 'purchasing behavior', 'salesperson contact', 'customer discounts']",0.95452785,4
1aa095c533673fcfdce92a979b0023b8569e8062_n_paraphrase_5,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,2019-04-25 00:00:00,A customer's search and purchasing in the seller's online channels positively interacts with both salesperson contact and customer-specific discounts to drive the seller's customer-level sales and profit return on these investments.,"The interaction between a customer's online search and purchasing behavior, coupled with personalized salesperson engagement and targeted discounts, has a direct impact on the seller's customer-level sales and profit returns on investment.","['business-to-business', 'online channels', 'salesperson contact', 'customer-specific discounts', 'customer-level sales', 'profit return']",paraphrase,"['customer behavior', 'purchasing behavior', 'personalized sales', 'targeted discounts', 'sales performance', 'profit returns', 'customer-level sales', 'investment']",0.95653284,5
d5614a9e9f43de547bbc25f2a512f04f538adfd4_n_paraphrase_1,"Innovation Potential, Insider Sales, and IPO Performance: How Firms Can Mitigate the Negative Effect of Insider Selling",2022-11-08 00:00:00,"A firm's innovation potential is positively associated with the initial value of the IPO and first-day IPO returns, while being negatively associated with the extent of insider selling at the time of the IPO. Different metrics of innovation potential have varying impacts on these relationships.","The initial public offering's success is linked to a company's innovative capacity, with higher IPO values and returns correlating with increased innovation potential, whereas high insider selling is inversely related to this metric. Different innovation metrics, however, exhibit distinct effects on these associations.","['innovation potential', 'IPO performance', 'insider sales', 'firm quality', 'patents', 'preannouncements', 'first-day IPO returns']",paraphrase,"['IPO success', 'innovation capacity', 'innovation potential', 'insider selling', 'innovation metrics', 'IPO values', 'returns', 'correlation']",0.94397295,1
d5614a9e9f43de547bbc25f2a512f04f538adfd4_n_paraphrase_2,"Innovation Potential, Insider Sales, and IPO Performance: How Firms Can Mitigate the Negative Effect of Insider Selling",2022-11-08 00:00:00,"A firm's innovation potential is positively associated with the initial value of the IPO and first-day IPO returns, while being negatively associated with the extent of insider selling at the time of the IPO. Different metrics of innovation potential have varying impacts on these relationships.","An examination of the IPO process reveals that a company's innovative capacity, as reflected in its IPO value and returns, is positively linked, while insider selling at the time of IPO has a negative influence. The study also investigates how different innovation metrics affect these associations.","['innovation potential', 'IPO performance', 'insider sales', 'firm quality', 'patents', 'preannouncements', 'first-day IPO returns']",paraphrase,"['IPO process', 'innovative capacity', 'IPO value', 'returns', 'insider selling', 'innovation metrics', 'associations', 'company performance']",0.9457998,2
d5614a9e9f43de547bbc25f2a512f04f538adfd4_n_paraphrase_3,"Innovation Potential, Insider Sales, and IPO Performance: How Firms Can Mitigate the Negative Effect of Insider Selling",2022-11-08 00:00:00,"A firm's innovation potential is positively associated with the initial value of the IPO and first-day IPO returns, while being negatively associated with the extent of insider selling at the time of the IPO. Different metrics of innovation potential have varying impacts on these relationships.","Research suggests that a firm's innovative capabilities, as measured by IPO value and first-day returns, are positively correlated, whereas the extent of insider selling at the time of IPO has a negative impact on this relationship. The influence of various innovation metrics on these associations is also explored.","['innovation potential', 'IPO performance', 'insider sales', 'firm quality', 'patents', 'preannouncements', 'first-day IPO returns']",paraphrase,"['innovative capabilities', 'IPO value', 'first-day returns', 'insider selling', 'innovation metrics', 'correlation', 'IPO', 'relationship', 'influence']",0.9587661,3
d5614a9e9f43de547bbc25f2a512f04f538adfd4_n_paraphrase_4,"Innovation Potential, Insider Sales, and IPO Performance: How Firms Can Mitigate the Negative Effect of Insider Selling",2022-11-08 00:00:00,"A firm's innovation potential is positively associated with the initial value of the IPO and first-day IPO returns, while being negatively associated with the extent of insider selling at the time of the IPO. Different metrics of innovation potential have varying impacts on these relationships.","The relationship between a company's innovation potential and its IPO performance is complex, with initial value and first-day returns being positively associated, while insider selling is negatively correlated. Different innovation metrics, such as R&D expenditure or patent filings, exhibit varying degrees of impact on these relationships.","['innovation potential', 'IPO performance', 'insider sales', 'firm quality', 'patents', 'preannouncements', 'first-day IPO returns']",paraphrase,"['innovation potential', 'IPO performance', 'initial value', 'first-day returns', 'insider selling', 'innovation metrics', 'R&D expenditure', 'patent filings']",0.9693459,4
d5614a9e9f43de547bbc25f2a512f04f538adfd4_n_paraphrase_5,"Innovation Potential, Insider Sales, and IPO Performance: How Firms Can Mitigate the Negative Effect of Insider Selling",2022-11-08 00:00:00,"A firm's innovation potential is positively associated with the initial value of the IPO and first-day IPO returns, while being negatively associated with the extent of insider selling at the time of the IPO. Different metrics of innovation potential have varying impacts on these relationships.","The findings indicate that a company's innovative potential, as measured by IPO value and first-day returns, is positively correlated, whereas the extent of insider selling at the time of IPO is negatively associated. The analysis also explores the varying effects of different innovation metrics on these relationships.","['innovation potential', 'IPO performance', 'insider sales', 'firm quality', 'patents', 'preannouncements', 'first-day IPO returns']",paraphrase,"['Innovation potential', 'IPO value', 'Insider selling', 'Innovation metrics', 'Correlation', 'Association', 'IPO returns']",0.97256225,5
85f123f26628252d4b75f3e757b26d53550cdc83_n_paraphrase_1,Happiness Begets Money: Emotion and Engagement in Live Streaming,2021-03-25 00:00:00,"A happier broadcaster makes the audience happier and begets intensified viewer activities, particularly tips, and these effects are pronounced only after a live stream has been active for a while, manifesting in streams by more experienced, popular broadcasters.","As a more enthusiastic presenter, they create a more engaged audience, which, in turn, fosters increased viewer participation, including sharing tips, and this phenomenon is more pronounced in streams with more seasoned and popular hosts.","['broadcaster emotion', 'viewer emotion', 'viewer activities', 'live streaming', 'tips']",paraphrase,"['Enthusiastic presenter', 'Engaged audience', 'Increased viewer participation', 'Sharing tips', 'Seasoned hosts', 'Popular hosts', 'Fosters']",0.91043663,1
85f123f26628252d4b75f3e757b26d53550cdc83_n_paraphrase_2,Happiness Begets Money: Emotion and Engagement in Live Streaming,2021-03-25 00:00:00,"A happier broadcaster makes the audience happier and begets intensified viewer activities, particularly tips, and these effects are pronounced only after a live stream has been active for a while, manifesting in streams by more experienced, popular broadcasters.","Experienced broadcasters, known for their infectious enthusiasm, tend to create a more lively atmosphere, which in turn stimulates viewer engagement, including sharing tips, and this phenomenon is more pronounced in streams that have reached a certain level of maturity, often featuring popular and well-known presenters.","['broadcaster emotion', 'viewer emotion', 'viewer activities', 'live streaming', 'tips']",paraphrase,"['Experienced broadcasters', 'Infectious enthusiasm', 'Lively atmosphere', 'Viewer engagement', 'Stream maturity', 'Popular presenters']",0.9199699,2
85f123f26628252d4b75f3e757b26d53550cdc83_n_paraphrase_3,Happiness Begets Money: Emotion and Engagement in Live Streaming,2021-03-25 00:00:00,"A happier broadcaster makes the audience happier and begets intensified viewer activities, particularly tips, and these effects are pronounced only after a live stream has been active for a while, manifesting in streams by more experienced, popular broadcasters.","The correlation between a broadcaster's happiness and the audience's engagement is clear, with more enthusiastic presenters typically generating more viewer interaction, including sharing tips, and this phenomenon is more pronounced in streams that have reached a certain level of maturity, often featuring popular and well-established presenters.","['broadcaster emotion', 'viewer emotion', 'viewer activities', 'live streaming', 'tips']",paraphrase,"['broadcaster happiness', 'audience engagement', 'presenter enthusiasm', 'viewer interaction', 'stream maturity', 'popular presenters']",0.9311238,3
85f123f26628252d4b75f3e757b26d53550cdc83_n_paraphrase_4,Happiness Begets Money: Emotion and Engagement in Live Streaming,2021-03-25 00:00:00,"A happier broadcaster makes the audience happier and begets intensified viewer activities, particularly tips, and these effects are pronounced only after a live stream has been active for a while, manifesting in streams by more experienced, popular broadcasters.","A broadcaster's positive energy has a profound impact on the audience's emotional state, leading to increased viewer participation, including sharing tips, and this effect is more noticeable in streams that have been active for a while, often featuring popular and experienced presenters.","['broadcaster emotion', 'viewer emotion', 'viewer activities', 'live streaming', 'tips']",paraphrase,"['Positive energy', 'Audience emotional state', 'Viewer participation', 'Stream longevity', 'Presenter experience', 'Audience engagement']",0.9440854,4
85f123f26628252d4b75f3e757b26d53550cdc83_n_paraphrase_5,Happiness Begets Money: Emotion and Engagement in Live Streaming,2021-03-25 00:00:00,"A happier broadcaster makes the audience happier and begets intensified viewer activities, particularly tips, and these effects are pronounced only after a live stream has been active for a while, manifesting in streams by more experienced, popular broadcasters.","The presence of a cheerful broadcaster has a direct impact on the audience's mood, leading to increased viewer interaction, particularly in the form of sharing tips, and this effect is more noticeable in streams that have been active for an extended period, often featuring well-established and popular presenters.","['broadcaster emotion', 'viewer emotion', 'viewer activities', 'live streaming', 'tips']",paraphrase,"['Cheerful broadcaster', 'Audience mood', 'Viewer interaction', 'Streaming duration', 'Established presenters', 'Popular presenters']",0.9520289,5
524d1782fc44998a2ce282a0e40c7f64eeebbcfa_n_paraphrase_1,The Effect of Content on Zapping in TV Advertising,2022-06-24 00:00:00,"Ad content significantly influences zapping behavior, with ad creativity reducing zapping and strong information focus and branding increasing it, while irritation mediates this relationship.","The effectiveness of ads in grabbing attention is influenced by both their creative execution and the strength of their branding, with creative ads being less likely to be skipped and strong branding being more likely to trigger irritation, which in turn affects viewer engagement.","['ad content', 'zapping', 'ad creativity', 'information focus', 'branding', 'irritation', 'enjoyment', 'utilitarian products', 'hedonic products', 'search goods', 'experience goods']",paraphrase,"['Attention-grabbing', 'Ad effectiveness', 'Creative execution', 'Branding strength', 'Viewer engagement']",0.91391563,1
524d1782fc44998a2ce282a0e40c7f64eeebbcfa_n_paraphrase_2,The Effect of Content on Zapping in TV Advertising,2022-06-24 00:00:00,"Ad content significantly influences zapping behavior, with ad creativity reducing zapping and strong information focus and branding increasing it, while irritation mediates this relationship.","The creative appeal of advertisements has a significant impact on viewer engagement, with creative ads being less likely to be zapped and informative ads with strong branding being more likely to be zapped, with irritation playing a moderating role in this relationship.","['ad content', 'zapping', 'ad creativity', 'information focus', 'branding', 'irritation', 'enjoyment', 'utilitarian products', 'hedonic products', 'search goods', 'experience goods']",paraphrase,"['Advertisements', 'Engagement', 'Creativity', 'Branding', 'Irritation', 'Viewer', 'Impact']",0.9492682,2
524d1782fc44998a2ce282a0e40c7f64eeebbcfa_n_paraphrase_3,The Effect of Content on Zapping in TV Advertising,2022-06-24 00:00:00,"Ad content significantly influences zapping behavior, with ad creativity reducing zapping and strong information focus and branding increasing it, while irritation mediates this relationship.","Irritation is a key mediator in the relationship between ad creativity, branding, and viewer engagement, with creative ads being more engaging and strong branding being more likely to elicit irritation, which can lead to zapping behavior.","['ad content', 'zapping', 'ad creativity', 'information focus', 'branding', 'irritation', 'enjoyment', 'utilitarian products', 'hedonic products', 'search goods', 'experience goods']",paraphrase,"['Irritation', 'Ad creativity', 'Branding', 'Viewer engagement', 'Zapping behavior', 'Advertising']",0.95239806,3
524d1782fc44998a2ce282a0e40c7f64eeebbcfa_n_paraphrase_4,The Effect of Content on Zapping in TV Advertising,2022-06-24 00:00:00,"Ad content significantly influences zapping behavior, with ad creativity reducing zapping and strong information focus and branding increasing it, while irritation mediates this relationship.","The relationship between ad creativity, branding, and viewer engagement is influenced by the level of irritation elicited by the ad, with creative ads being more engaging and strong branding being more likely to elicit irritation, which can lead to a higher likelihood of zapping behavior.","['ad content', 'zapping', 'ad creativity', 'information focus', 'branding', 'irritation', 'enjoyment', 'utilitarian products', 'hedonic products', 'search goods', 'experience goods']",paraphrase,"['Ad creativity', 'Branding', 'Viewer engagement', 'Irritation', 'Zapping behavior', 'Advertising effectiveness']",0.95857674,4
524d1782fc44998a2ce282a0e40c7f64eeebbcfa_n_paraphrase_5,The Effect of Content on Zapping in TV Advertising,2022-06-24 00:00:00,"Ad content significantly influences zapping behavior, with ad creativity reducing zapping and strong information focus and branding increasing it, while irritation mediates this relationship.","The impact of ad creativity and branding on viewer engagement is complex, with creative ads being more effective in reducing zapping and strong branding being more likely to increase zapping, while irritation plays a crucial role in moderating this relationship.","['ad content', 'zapping', 'ad creativity', 'information focus', 'branding', 'irritation', 'enjoyment', 'utilitarian products', 'hedonic products', 'search goods', 'experience goods']",paraphrase,"['ad creativity', 'branding', 'viewer engagement', 'zapping', 'irritation', 'moderation', 'advertising effectiveness']",0.9618337,5
4a86e53cc29d90c0cc4afdee3d110a6ed36e3ea4_n_paraphrase_1,Harmful Effects of Mental Imagery and Customer Orientation During New Product Screening,2019-06-30 00:00:00,"Adopting a customer orientation during the new product screening process causes managers to engage in mental imagery that biases their evaluations toward unrealistic optimism, particularly affecting those who are more vigilant in their evaluations.","The emphasis on customer needs during the product evaluation process can lead to a mental bias toward unrealistic expectations in managers, with those who are more thorough in their assessments being more susceptible to this effect.","['customer orientation', 'mental imagery', 'new product screening', 'cognitive bias', 'evaluation accuracy']",paraphrase,"['customer needs', 'product evaluation', 'mental bias', 'unrealistic expectations', 'managers', 'thorough assessments']",0.92463005,1
4a86e53cc29d90c0cc4afdee3d110a6ed36e3ea4_n_paraphrase_2,Harmful Effects of Mental Imagery and Customer Orientation During New Product Screening,2019-06-30 00:00:00,"Adopting a customer orientation during the new product screening process causes managers to engage in mental imagery that biases their evaluations toward unrealistic optimism, particularly affecting those who are more vigilant in their evaluations.","The customer-centric approach during product evaluation can trigger mental imagery that leads to overly optimistic assessments in managers, with those who are more vigilant in their evaluations being more prone to this bias.","['customer orientation', 'mental imagery', 'new product screening', 'cognitive bias', 'evaluation accuracy']",paraphrase,"['customer-centric approach', 'product evaluation', 'mental imagery', 'optimistic assessments', 'managerial bias', 'vigilant evaluations']",0.94894314,2
4a86e53cc29d90c0cc4afdee3d110a6ed36e3ea4_n_paraphrase_3,Harmful Effects of Mental Imagery and Customer Orientation During New Product Screening,2019-06-30 00:00:00,"Adopting a customer orientation during the new product screening process causes managers to engage in mental imagery that biases their evaluations toward unrealistic optimism, particularly affecting those who are more vigilant in their evaluations.","When adopting a customer-centric approach during product screening, managers' mental imagery can skew their assessments toward overly optimistic expectations, with those who are more diligent in their evaluations being disproportionately affected.","['customer orientation', 'mental imagery', 'new product screening', 'cognitive bias', 'evaluation accuracy']",paraphrase,"['customer-centric approach', 'mental imagery', 'product screening', 'optimistic expectations', 'diligent evaluations', 'managerial assessments']",0.957521,3
4a86e53cc29d90c0cc4afdee3d110a6ed36e3ea4_n_paraphrase_4,Harmful Effects of Mental Imagery and Customer Orientation During New Product Screening,2019-06-30 00:00:00,"Adopting a customer orientation during the new product screening process causes managers to engage in mental imagery that biases their evaluations toward unrealistic optimism, particularly affecting those who are more vigilant in their evaluations.","When managers focus on customer needs during product screening, their mental imagery can become overly optimistic, resulting in biased evaluations, with those who are more thorough in their assessments being more susceptible to this phenomenon.","['customer orientation', 'mental imagery', 'new product screening', 'cognitive bias', 'evaluation accuracy']",paraphrase,"['Managerial bias', 'Customer needs', 'Product screening', 'Optimism bias', 'Biased evaluation', 'Thorough assessment', 'Susceptibility', 'Cognitive distortion', 'Decision-making', 'Product evaluation']",0.9627163,4
4a86e53cc29d90c0cc4afdee3d110a6ed36e3ea4_n_paraphrase_5,Harmful Effects of Mental Imagery and Customer Orientation During New Product Screening,2019-06-30 00:00:00,"Adopting a customer orientation during the new product screening process causes managers to engage in mental imagery that biases their evaluations toward unrealistic optimism, particularly affecting those who are more vigilant in their evaluations.","Managers who prioritize customer orientation during the product screening process are more likely to engage in mental imagery that biases their evaluations toward overly positive outcomes, particularly among those who are more meticulous in their evaluations.","['customer orientation', 'mental imagery', 'new product screening', 'cognitive bias', 'evaluation accuracy']",paraphrase,"['Customer orientation', 'Product screening', 'Mental imagery', 'Biased evaluations', 'Meticulous evaluations', 'Overly positive outcomes', 'Managerial behavior']",0.97338575,5
a3737e1355484d3bb41266d7dbc9e84e92cec8de_n_paraphrase_1,The Impact of Advertising and R&D on Bankruptcy Survival: A Double-Edged Sword,2020-08-10 00:00:00,"Advertising and R&D can either increase or decrease bankruptcy survival, depending on the level of influence that the firm's suppliers have on the bankruptcy court's decision; specifically, advertising increases bankruptcy survival when at least 35%-38% of the bankrupt firm's debt is from suppliers, while R&D increases bankruptcy survival when 18%-21% of the debt is from suppliers.","The relationship between advertising, R&D, and bankruptcy survival is complex, with the level of supplier influence playing a crucial role; specifically, advertising and R&D both enhance survival rates when suppliers' debt falls within specific ranges (18-21% and 35-38%, respectively), highlighting the importance of supplier influence in the bankruptcy court's decision-making process.","['advertising', 'R&D', 'bankruptcy survival', 'supplier influence', 'liquidation value', 'cash flow']",paraphrase,"['Advertising', 'R&D', 'Bankruptcy', 'Supplier influence', 'Survival rates', 'Debt levels']",0.97876924,1
a3737e1355484d3bb41266d7dbc9e84e92cec8de_n_paraphrase_2,The Impact of Advertising and R&D on Bankruptcy Survival: A Double-Edged Sword,2020-08-10 00:00:00,"Advertising and R&D can either increase or decrease bankruptcy survival, depending on the level of influence that the firm's suppliers have on the bankruptcy court's decision; specifically, advertising increases bankruptcy survival when at least 35%-38% of the bankrupt firm's debt is from suppliers, while R&D increases bankruptcy survival when 18%-21% of the debt is from suppliers.","The relationship between advertising and R&D expenditure on bankruptcy survival is contingent upon the extent of supplier influence in the bankruptcy court's decision-making process; specifically, advertising enhances survival when supplier debt accounts for 35-38% of the firm's total debt, whereas R&D does so when supplier debt comprises 18-21% of the firm's debt.","['advertising', 'R&D', 'bankruptcy survival', 'supplier influence', 'liquidation value', 'cash flow']",paraphrase,"['advertising', 'R&D', 'bankruptcy', 'supplier influence', 'debt', 'firm survival', 'bankruptcy court', 'decision-making']",0.98001945,2
a3737e1355484d3bb41266d7dbc9e84e92cec8de_n_paraphrase_3,The Impact of Advertising and R&D on Bankruptcy Survival: A Double-Edged Sword,2020-08-10 00:00:00,"Advertising and R&D can either increase or decrease bankruptcy survival, depending on the level of influence that the firm's suppliers have on the bankruptcy court's decision; specifically, advertising increases bankruptcy survival when at least 35%-38% of the bankrupt firm's debt is from suppliers, while R&D increases bankruptcy survival when 18%-21% of the debt is from suppliers.","The interplay between advertising, R&D, and supplier influence has a profound impact on bankruptcy survival rates; specifically, advertising and R&D both increase survival rates when suppliers' debt accounts for 18-21% and 35-38% of the firm's debt, respectively.","['advertising', 'R&D', 'bankruptcy survival', 'supplier influence', 'liquidation value', 'cash flow']",paraphrase,"['bankruptcy survival rates', 'advertising', 'R&D', 'supplier influence', 'debt', 'firm survival']",0.9804464,3
